z xi(0) xi(1) xi(2) xi(3) xi(4) xi(5) xi(6) xi(7) xi(8) xi(9) xi(10)
2.6815 0.112158 0.0458488 0.0140655 0.00823114 0.0058807 0.00413773 0.00323564 0.00328683 0.0036727 0.00268439 0.00328914
2.6852 0.111018 0.0462281 0.0146 0.00911211 0.00632205 0.00517968 0.00337621 0.00253221 0.00268083 0.00220517 0.00313104
2.6889 0.110937 0.0464624 0.0155414 0.00826423 0.00575985 0.00400188 0.00330879 0.00257874 0.00186029 0.00256745 0.00343664
2.6926 0.111023 0.0466413 0.0159503 0.00918667 0.00636868 0.00427412 0.00289812 0.00288866 0.0023155 0.00269283 0.00394687
2.6963 0.112181 0.0461515 0.0146591 0.00883107 0.00611933 0.00434298 0.00389885 0.0033828 0.00390687 0.00447283 0.0038882
2.7 0.113676 0.0469057 0.0159394 0.00906469 0.00619379 0.00496594 0.00441417 0.00373963 0.00293079 0.00287211 0.0031927
2.7037 0.114421 0.0483638 0.0157143 0.00814405 0.00561981 0.00425415 0.00363291 0.00398629 0.00304441 0.00352321 0.00451597
2.7074 0.113968 0.0476006 0.0160395 0.00868174 0.00502686 0.0032795 0.00233725 0.00274601 0.00317474 0.00333497 0.00480194
2.7111 0.1143 0.0486022 0.0155197 0.00876903 0.00586159 0.00463791 0.00422763 0.00272136 0.00212942 0.00190759 0.00360793
2.7148 0.114011 0.0486069 0.0160744 0.00978774 0.00705435 0.00492797 0.0041103 0.0026431 0.000827575 0.00227621 0.00293855
2.7185 0.115413 0.0484639 0.0171831 0.00963889 0.00655069 0.00499428 0.00407122 0.00316961 0.00321981 0.00410588 0.00478267
2.7222 0.114045 0.0477674 0.0166838 0.0107044 0.00747739 0.00549484 0.00428415 0.0033978 0.00260847 0.00364068 0.00405747
2.7259 0.116195 0.048458 0.0154479 0.0104214 0.00798758 0.00556958 0.00500734 0.00377968 0.0052611 0.00386879 0.0042445
2.7296 0.117432 0.0493531 0.0163474 0.00832089 0.00648258 0.00371789 0.00308924 0.00212098 0.0027181 0.00256936 0.00372852
2.7333 0.118502 0.0491783 0.0165513 0.00919597 0.00569666 0.00414582 0.00337379 0.00260121 0.00250441 0.00273547 0.00294489
2.737 0.118233 0.0483333 0.0166532 0.00980767 0.00613372 0.00441613 0.00374382 0.00372015 0.00356768 0.00341419 0.00478674
2.7407 0.118444 0.0497356 0.0173675 0.0100899 0.00611293 0.00498315 0.00462081 0.00334808 0.00311004 0.00362891 0.00399457
2.7444 0.116595 0.0485822 0.0166825 0.00999164 0.0067207 0.00544454 0.00372959 0.00353205 0.00268411 0.00241315 0.00376763
2.7481 0.118753 0.0492916 0.016331 0.00943918 0.00577821 0.0040493 0.00299477 0.00301545 0.00269785 0.0025796 0.00326678
2.7518 0.118103 0.0488958 0.0155435 0.00882307 0.00595881 0.00435969 0.00404181 0.00286425 0.00286874 0.00351212 0.00410167
2.7555 0.117991 0.0497267 0.0161706 0.00951443 0.0054404 0.00306386 0.00223984 0.00270609 0.00259698 0.00445238 0.00482243
2.7592 0.117806 0.0495849 0.0168396 0.00943324 0.00610354 0.0045545 0.00423969 0.00363214 0.00340447 0.00296947 0.00313186
2.7629 0.1201 0.0500007 0.016956 0.0110527 0.00733751 0.0036733 0.00364247 0.00370327 0.00355054 0.00366205 0.00376099
2.7666 0.121176 0.0499603 0.0155029 0.00947959 0.00704707 0.00417572 0.00301478 0.00227294 0.00199336 0.00257436 0.00332598
2.7703 0.120546 0.0505563 0.0160417 0.00974743 0.00595067 0.00404477 0.00251032 0.00258725 0.00318371 0.00309339 0.00404817
2.774 0.121414 0.0499096 0.0168195 0.00974927 0.00661542 0.00415121 0.0030547 0.00322897 0.00273555 0.00340462 0.00366382
2.7777 0.120822 0.0510755 0.0160237 0.00932978 0.00775127 0.00540091 0.0046335 0.00352718 0.00316226 0.00327915 0.00371969
2.7814 0.119556 0.0501508 0.0166742 0.00950627 0.00686424 0.00495403 0.00417631 0.00170668 0.00237472 0.00207835 0.00446488
2.7851 0.120593 0.0510742 0.0166947 0.00939098 0.00668529 0.00512549 0.00354133 0.00321387 0.00296391 0.00236885 0.00420064
2.7888 0.121988 0.0507598 0.0164132 0.00921437 0.00525025 0.00412988 0.00318555 0.00321564 0.00289405 0.00346087 0.00391687
2.7925 0.12242 0.0517768 0.0162158 0.00814798 0.00604812 0.00413713 0.00233419 0.00243983 0.00128762 0.0025268 0.00447446
2.7962 0.121064 0.0511887 0.0163021 0.0101181 0.00585033 0.00402325 0.00230734 0.00313693 0.00339368 0.00392193 0.00509826
2.7999 0.124618 0.052852 0.0174619 0.00998864 0.00615591 0.00410877 0.00275309 0.00288574 0.00255461 0.00257317 0.00369414
2.8036 0.123031 0.0522027 0.0170603 0.0099926 0.00755112 0.00444799 0.00215392 0.00185212 0.00142094 0.00283036 0.00403266
2.8073 0.125216 0.0543474 0.0180772 0.0106843 0.00684296 0.00532851 0.00371035 0.00379636 0.00349341 0.00369255 0.0040584
2.811 0.123128 0.0521305 0.0170676 0.00977531 0.00750158 0.00462794 0.00368461 0.00271643 0.00247361 0.00374414 0.00528474
2.8147 0.123118 0.0523848 0.0173776 0.00805292 0.00682813 0.0046687 0.00389167 0.00413865 0.00324505 0.0036311 0.00576547
2.8184 0.124112 0.0531841 0.0177212 0.0105322 0.00686315 0.0050812 0.00390518 0.00247557 0.00265055 0.00316551 0.00455639
2.8221 0.123716 0.0529491 0.0176499 0.0106694 0.00675606 0.00480848 0.00333955 0.00329209 0.00351151 0.00322287 0.00417582
2.8258 0.125014 0.0523376 0.0177136 0.0113088 0.00698667 0.0048547 0.00376268 0.00426624 0.00391763 0.00352459 0.00427847
2.8295 0.127141 0.0537433 0.0184936 0.00992102 0.00647952 0.00472054 0.00436131 0.00418003 0.00420691 0.00482109 0.00498664
2.8332 0.125499 0.0539054 0.0182744 0.0110022 0.0076735 0.0050723 0.00382373 0.00414858 0.00393967 0.00280904 0.00505781
2.8369 0.128077 0.0539425 0.0179892 0.0101891 0.00714875 0.00583844 0.00396552 0.00375237 0.00410568 0.00432628 0.00496034
2.8406 0.125783 0.0529615 0.0179896 0.0109377 0.00643537 0.00470694 0.00283865 0.00303588 0.00332742 0.00327779 0.00343329
2.8443 0.127467 0.0530734 0.0182936 0.0108147 0.00839169 0.00559391 0.00397258 0.00442841 0.00334575 0.00297658 0.00324495
2.848 0.12708 0.0535987 0.0180713 0.0105438 0.0081093 0.00507841 0.00378843 0.00406205 0.00260542 0.00239147 0.00397589
2.8517 0.128547 0.0550194 0.0184716 0.00895585 0.0072796 0.00572946 0.00277178 0.00177829 0.00289841 0.00430631 0.00442349
2.8554 0.128451 0.0533429 0.0174234 0.010204 0.00731426 0.00570916 0.00446195 0.00426872 0.00414587 0.00395112 0.00530979
2.8591 0.125732 0.0533832 0.0172979 0.00976925 0.00721417 0.00517246 0.00457721 0.00389189 0.00291085 0.00238759 0.0034871
2.8628 0.127481 0.0536915 0.0175437 0.0103033 0.00578681 0.00454294 0.00390644 0.00363368 0.00289501 0.00409947 0.00472139
2.8665 0.126747 0.0531008 0.0189513 0.0101027 0.00695654 0.00488268 0.00316037 0.00273129 0.0029675 0.00305263 0.00502008
2.8702 0.126612 0.0537894 0.0185034 0.0103024 0.00669247 0.00539083 0.00425299 0.00380366 0.00282678 0.00367746 0.0041763
2.8739 0.1273 0.0516492 0.0169695 0.00956778 0.00601581 0.00400653 0.00374183 0.00379735 0.00276449 0.00286782 0.00419555
2.8776 0.130945 0.0549208 0.0181847 0.0106669 0.00707055 0.00547319 0.00386938 0.00311659 0.00358192 0.00330298 0.00356575
2.8813 0.130981 0.0544111 0.0181548 0.00949912 0.00682248 0.00518718 0.00486188 0.00417643 0.00348483 0.00275738 0.00329672
2.885 0.129896 0.0557155 0.0181752 0.0095694 0.00718348 0.00628467 0.00497831 0.00497857 0.00273127 0.0027605 0.00382243
2.8887 0.131092 0.0555609 0.0197964 0.011072 0.00693997 0.00477666 0.00378111 0.00350091 0.00330577 0.00380567 0.00577394
2.8924 0.128772 0.0534073 0.0169135 0.0100473 0.00694132 0.00480037 0.00291928 0.00292519 0.00342408 0.00320936 0.00481802
2.8961 0.130113 0.0540445 0.0157664 0.0101495 0.00747218 0.00500861 0.00371833 0.0030896 0.00344163 0.00359674 0.0034842
2.8998 0.133075 0.052826 0.0181153 0.0105065 0.00782464 0.00557146 0.00452844 0.00256695 0.00285412 0.00436112 0.00609409
2.9035 0.133526 0.055156 0.0173394 0.0102184 0.00633666 0.0032769 0.00193781 0.00167632 0.00332391 0.00359279 0.00526639
2.9072 0.135289 0.0567469 0.0190294 0.0105479 0.00681628 0.00482175 0.00411546 0.00302007 0.00354183 0.0028789 0.00355249
2.9109 0.131719 0.0553177 0.0178351 0.0101957 0.00742239 0.00645466 0.0040059 0.00517118 0.00407807 0.00410248 0.00373426
2.9146 0.134058 0.0551461 0.0163769 0.00926669 0.00699311 0.00534387 0.0042325 0.00258554 0.00416829 0.00428026 0.00588341
2.9183 0.133642 0.0582021 0.0196367 0.0100563 0.0055822 0.00492896 0.00445747 0.0047444 0.00480736 0.00493432 0.00459049
2.922 0.134595 0.0585181 0.0191594 0.0110208 0.00707873 0.00469943 0.00416497 0.00261915 0.00309666 0.00225556 0.00443217
2.9257 0.132895 0.0573275 0.0193369 0.0103408 0.00579895 0.00639815 0.00417899 0.003229 0.00292009 0.00489872 0.00508376
2.9294 0.134504 0.0572551 0.0195512 0.0103812 0.00649173 0.00447355 0.00428869 0.00319263 0.00334827 0.00398763 0.00424591
2.9331 0.135567 0.0582352 0.0195646 0.0119514 0.00697762 0.00430531 0.00303878 0.00245523 0.00392695 0.00296157 0.00437575
2.9368 0.131983 0.0559453 0.018258 0.0110437 0.00808086 0.00533821 0.00519108 0.00520771 0.0050679 0.0039518 0.00591451
2.9405 0.131447 0.0545012 0.0179743 0.0102388 0.00697842 0.00581994 0.00570678 0.00541774 0.00490938 0.00388549 0.00358781
2.9442 0.132913 0.0560464 0.0181883 0.0106978 0.00805191 0.00704739 0.00495686 0.00427739 0.00375633 0.00405979 0.00495597
2.9479 0.136149 0.057906 0.019249 0.00983246 0.00534012 0.00413584 0.00328058 0.00451126 0.00443525 0.00491867 0.00540131
2.9516 0.135406 0.0564335 0.0171878 0.0114333 0.00777196 0.00643423 0.00532893 0.00227888 0.00361199 0.00442671 0.0069551
2.9553 0.136999 0.0594436 0.0195361 0.0123261 0.00830743 0.00662262 0.00481617 0.00356376 0.0041888 0.00408903 0.00463722
2.959 0.140593 0.0612789 0.0231955 0.0137532 0.0095185 0.00589932 0.00363523 0.00451135 0.00440284 0.00463239 0.0051659
2.9627 0.141592 0.0609497 0.0198295 0.0109762 0.00768725 0.00541131 0.00577564 0.00476553 0.00447339 0.00470679 0.00475889
2.9664 0.141765 0.05854 0.0206573 0.0129308 0.0108858 0.0087363 0.00531919 0.0053644 0.00408988 0.00416438 0.00370025
2.9701 0.141482 0.0606646 0.0221951 0.0131761 0.00780909 0.00524896 0.0032281 0.00232794 0.0026818 0.00446654 0.00641837
2.9738 0.139378 0.058566 0.0194896 0.0115989 0.00874764 0.00637988 0.00398913 0.00213672 0.0026873 0.00350631 0.00472021
2.9775 0.14345 0.0612943 0.022581 0.0128047 0.00861711 0.00640103 0.00461373 0.00443155 0.00454687 0.0039011 0.00569676
2.9812 0.142188 0.0619072 0.0211705 0.0114908 0.00755492 0.00586242 0.00527328 0.00462596 0.00450691 0.00399078 0.00388681
2.9849 0.143054 0.0605029 0.020253 0.0120662 0.00829177 0.00595992 0.00626469 0.00569612 0.00425647 0.00355862 0.00513249
2.9886 0.144321 0.06053 0.0201845 0.0124514 0.00830844 0.0077296 0.00618509 0.00517963 0.00375619 0.00460631 0.00457274
2.9923 0.14158 0.0608346 0.0196951 0.0115372 0.00799027 0.00544756 0.00475817 0.00389733 0.00300633 0.00431343 0.00525803
2.996 0.145028 0.062514 0.0198185 0.0101302 0.00525407 0.00423527 0.00302359 0.00332296 0.00467738 0.00619035 0.00713773
2.9997 0.143716 0.0611015 0.0202 0.00980584 0.00653334 0.00382434 0.00514171 0.00216739 0.00386047 0.00601654 0.00760737
3.0034 0.14356 0.0606516 0.020912 0.0114951 0.00819498 0.00652638 0.00630627 0.00451422 0.00603369 0.00503465 0.00524641
3.0071 0.144795 0.0639289 0.0206289 0.0103952 0.00791891 0.00414112 0.00445945 0.00513869 0.00383146 0.00433042 0.00623993
3.0108 0.142428 0.0641256 0.020943 0.0105986 0.00666873 0.00464853 0.00498849 0.00482196 0.0026146 0.00293244 0.00508796
3.0145 0.140535 0.0607911 0.0226912 0.0140682 0.00891947 0.00690267 0.00542505 0.00428573 0.00298131 0.00398207 0.00560062
3.0182 0.146778 0.0647207 0.0229588 0.013823 0.00895055 0.00614702 0.00506678 0.00410638 0.00376929 0.00380103 0.00536779
3.0219 0.147063 0.065337 0.0218346 0.012823 0.00676042 0.00483709 0.00217192 0.00381642 0.0031418 0.00429788 0.00505212
3.0256 0.148239 0.0641622 0.0211883 0.0109818 0.00698716 0.00459468 0.00450338 0.00396773 0.00377183 0.00365977 0.00440757
3.0293 0.14506 0.0606675 0.0207934 0.0129466 0.00916958 0.00533238 0.00480871 0.00413932 0.00356986 0.0027881 0.00471166
3.033 0.144528 0.0609422 0.0203731 0.0121726 0.0087357 0.00682382 0.00661516 0.00496257 0.00509066 0.00706602 0.00614634
3.0367 0.147141 0.0640384 0.0227171 0.0117165 0.00719336 0.00464999 0.00497463 0.00411732 0.00310332 0.0053 0.00740362
3.0404 0.145569 0.0642517 0.0227368 0.0107457 0.00658925 0.00657252 0.00481776 0.00503479 0.00553271 0.00486125 0.00488916
3.0441 0.151529 0.0635785 0.0221625 0.01196 0.00842798 0.00617899 0.00381859 0.00541187 0.00699081 0.00307643 0.0061994
3.0478 0.147112 0.0651683 0.0213783 0.0132793 0.00895341 0.00641888 0.00435422 0.00551041 0.00382558 0.00550202 0.00719939
3.0515 0.14961 0.0666048 0.0233041 0.0132814 0.00846932 0.00507628 0.00431811 0.00309153 0.00456844 0.00418441 0.00559467
3.0552 0.148274 0.0645401 0.0205639 0.0125036 0.00930908 0.00660866 0.0046316 0.00442131 0.00381486 0.00331962 0.00408297
3.0589 0.148903 0.0645596 0.0224732 0.0137431 0.00913163 0.00770969 0.00540907 0.00382472 0.00208291 0.00353724 0.00614328
3.0626 0.148694 0.0662028 0.0240532 0.014388 0.0108537 0.00730156 0.00715719 0.00589841 0.00578726 0.0055247 0.0039082
3.0663 0.148956 0.0657508 0.0224696 0.0147113 0.0100819 0.0099108 0.00714101 0.0070701 0.00477711 0.00359969 0.00363773
3.07 0.147712 0.0641501 0.0218759 0.0119207 0.00897414 0.0062596 0.0048002 0.00495055 0.00429161 0.00286318 0.00415811
3.0737 0.146919 0.0627673 0.0207145 0.0109891 0.00752634 0.00409853 0.00450005 0.00365698 0.00234952 0.00329782 0.00386307
3.0774 0.146353 0.0641465 0.0204105 0.0107881 0.00818566 0.00689046 0.00564592 0.00641265 0.00506522 0.00409327 0.00392564
3.0811 0.149285 0.0640095 0.0220017 0.0135237 0.00893928 0.0055613 0.00383591 0.00431583 0.00403166 0.00479631 0.00454496
3.0848 0.149308 0.0624466 0.0208582 0.0107956 0.00884368 0.00626108 0.00359563 0.00389563 0.00447273 0.0023043 0.00432307
3.0885 0.150479 0.0624997 0.0198894 0.0114258 0.00896253 0.00611601 0.00396295 0.00251605 0.00142567 0.000522691 0.0051628
3.0922 0.155392 0.0662086 0.0223514 0.0123035 0.0076421 0.00598955 0.00505988 0.00251408 0.00120855 0.0020117 0.00397697
3.0959 0.157161 0.0678964 0.0255097 0.0130022 0.00744656 0.00406232 0.00315576 0.00211453 0.00388469 0.00401379 0.00332577
3.0996 0.158084 0.0647991 0.0196468 0.00948578 0.00676496 0.00481478 0.00484892 0.00485552 0.00298413 0.00326998 0.00585662
3.1033 0.156364 0.0652654 0.0212015 0.010046 0.00814571 0.00746079 0.00580109 0.00118382 0.000488967 0.000420854 0.00259663
3.107 0.154377 0.06692 0.0232665 0.0132731 0.0088833 0.00546206 0.0049587 0.00317898 0.00286322 0.00347092 0.0052068
3.1107 0.154688 0.0680379 0.0250115 0.0150825 0.00941976 0.00433759 0.00291274 0.00207894 0.00345693 0.0042567 0.006391
3.1144 0.158851 0.069046 0.022541 0.0137575 0.00860716 0.00476119 0.00390316 0.00230913 0.000904602 0.00367438 0.00600015
3.1181 0.154745 0.0690397 0.0228269 0.0127007 0.00970365 0.00523153 0.00420663 0.00267533 0.00277163 0.00439008 0.00755577
3.1218 0.160022 0.0719672 0.0238906 0.0121994 0.00719502 0.00608256 0.00275417 0.00570786 0.00516089 0.00664469 0.0071013
3.1255 0.157969 0.0712318 0.0247999 0.0127621 0.00901363 0.00354354 0.00515575 0.00688391 0.00916312 0.00671315 0.00842664
3.1292 0.157548 0.0698097 0.0231128 0.0161223 0.0126884 0.00848335 0.00742006 0.00641488 0.00690248 0.00698201 0.00560879
3.1329 0.154401 0.0730886 0.0259031 0.0165826 0.0125098 0.0101725 0.0054175 0.00395223 0.00300661 0.00557875 0.0056159
3.1366 0.157684 0.067375 0.0227594 0.0135759 0.00906846 0.00590477 0.0061808 0.00630875 0.00586108 0.00658983 0.00754696
3.1403 0.156532 0.0701545 0.023136 0.0140453 0.00696388 0.00581151 0.00558304 0.00529815 0.00390757 0.00230109 0.00560339
3.144 0.156287 0.0695742 0.0255166 0.0134795 0.00967591 0.00687769 0.00685406 0.00427466 0.00332721 0.00524396 0.00672628
3.1477 0.1566 0.0686804 0.0228988 0.011937 0.00895609 0.00693895 0.00460244 0.00379637 0.00275599 0.00465342 0.00494924
3.1514 0.159974 0.0702321 0.0236478 0.014863 0.00872726 0.00704993 0.00641432 0.0056133 0.00312213 0.00478746 0.0054641
3.1551 0.166616 0.0730673 0.0256418 0.0143673 0.0128693 0.00954871 0.00446745 0.00582241 0.00799916 0.00800326 0.00789655
3.1588 0.155698 0.0721004 0.0266033 0.0153158 0.0112173 0.00761609 0.00711637 0.00532227 0.00602413 0.00359809 0.00670379
3.1625 0.161336 0.0737125 0.0246455 0.0103443 0.00847063 0.00724001 0.0054647 0.00649474 0.00670344 0.00658246 0.00385425
3.1662 0.162045 0.0740778 0.0201079 0.0128 0.00800282 0.00605361 0.00546302 0.0066775 0.00687352 0.00501985 0.00389949
3.1699 0.158666 0.0708705 0.0227592 0.00985965 0.00822985 0.00538828 0.00464794 0.00524098 0.00521307 0.00552763 0.00350811
3.1736 0.162615 0.0734914 0.0235383 0.0130477 0.0103688 0.00984872 0.00636023 0.00317746 0.00330263 0.00686448 0.00801703
3.1773 0.160846 0.0736807 0.0226831 0.0139663 0.0118832 0.0101472 0.00801554 0.0049092 0.00356849 0.00512852 0.00652976
3.181 0.167549 0.0705829 0.0247675 0.0146638 0.0102715 0.00838517 0.00638815 0.00481319 0.00220062 0.001798 0.00496924
3.1847 0.164343 0.0749666 0.026198 0.0145551 0.00772321 0.00386513 0.00491686 0.00489424 0.00335964 0.00526875 0.00570507
3.1884 0.167252 0.0750078 0.0253495 0.0134583 0.00709502 0.00238095 0.00290927 0.000413813 0.00314159 0.00444111 0.00711499
3.1921 0.164478 0.0735289 0.0221032 0.013103 0.00843434 0.00710805 0.00336264 0.00378408 0.00752742 0.00573012 0.0052238
3.1958 0.168856 0.0734004 0.02308 0.0106566 0.010943 0.00685094 0.0038229 0.00260647 0.00628216 0.00794061 0.00450387
3.1995 0.163784 0.0739832 0.0216588 0.0152439 0.00987504 0.00729565 0.00658002 0.00532638 0.00517306 0.00791868 0.00616745
3.2032 0.161834 0.0740514 0.0255355 0.0148382 0.0117524 0.0094322 0.00735385 0.0049861 0.00627516 0.00553109 0.00771055
3.2069 0.165019 0.0736872 0.0255182 0.0154819 0.00939238 0.00746506 0.00635 0.00658335 0.00823725 0.00510385 0.00557091
3.2106 0.171259 0.0778544 0.0285623 0.0173608 0.00658039 0.00274536 0.00196384 0.00479276 0.00670555 0.00363051 0.00304757
3.2143 0.170062 0.0813663 0.0313984 0.0212315 0.013289 0.00552083 0.00145237 0.00185063 0.0031574 0.00321134 0.00282933
3.218 0.175184 0.0861065 0.0306405 0.0165135 0.0154004 0.0115431 0.00669559 0.00662916 0.00466318 -0.000583816 -0.00087109
3.2217 0.175042 0.080699 0.0293449 0.0199083 0.0140104 0.0120067 0.00818162 0.00453667 0.0024644 0.00656452 0.00773704
3.2254 0.169132 0.0753078 0.0293119 0.016951 0.0106384 0.00973808 0.00933482 0.00582116 0.00464912 0.0014947 0.00869606
3.2291 0.166003 0.0774497 0.0283636 0.0190774 0.009276 0.00705426 0.0058039 0.00253824 0.00280723 0.00184463 0.00247665
3.2328 0.172708 0.0807779 0.0235098 0.0135176 0.00918155 0.0060788 0.00755804 0.00396098 0.00294929 0.00213576 0.00572736
3.2365 0.166405 0.0754212 0.0296102 0.017134 0.0132222 0.0121484 0.00900971 0.00495044 0.00353378 0.00385401 0.00625137
3.2402 0.167518 0.0780868 0.026144 0.0161559 0.0144721 0.00883498 0.0114733 0.0077774 0.00613445 0.00666565 0.00678198
3.2439 0.164085 0.0711742 0.0218119 0.00906727 0.00896842 0.00777877 0.00630591 0.00557537 0.00602016 0.00517311 0.00192958
3.2476 0.164132 0.0701822 0.0214809 0.0153163 0.012211 0.011109 0.00823535 0.00391401 0.00655739 0.00383333 0.00557966
3.2513 0.160298 0.0749014 0.0240526 0.0145843 0.010902 0.00627342 0.00341543 0.00359909 0.00249558 0.00627492 0.00708753
3.255 0.171539 0.0792201 0.0271506 0.0126789 0.00670181 0.000871513 0.00510018 0.00379396 0.00148456 0.00441271 0.00689107
3.2587 0.169631 0.0801905 0.0292446 0.014606 0.0099778 0.008068 0.00578602 0.00358958 0.00247235 0.000657983 0.00269121
3.2624 0.173633 0.0831686 0.0320182 0.0226827 0.0126561 0.0126062 0.00360003 0.00367613 0.00382204 0.0043806 0.00494964
3.2661 0.170696 0.0803095 0.0242983 0.0129095 0.0100269 0.00817773 0.00512531 0.00728995 0.00681759 0.00655847 0.0102682
3.2698 0.171559 0.0746367 0.0251113 0.0159103 0.0141693 0.0106028 0.0107278 0.00772719 0.00779886 0.00307025 0.00445777
3.2735 0.165135 0.0727283 0.0237114 0.0141158 0.0125444 0.0111265 0.00632138 0.00743486 0.0079798 0.00793384 0.00974653
3.2772 0.165135 0.0693376 0.021953 0.0167613 0.0150116 0.00508816 0.00318535 -0.000299371 0.00500434 0.0144274 0.0113075
3.2809 0.168487 0.0778131 0.0273835 0.0138072 0.0135273 0.0083021 0.00869191 0.00437716 0.00137878 0.00719183 0.00762852
3.2846 0.162947 0.0763724 0.0280898 0.0157768 0.00970246 0.0105717 0.00848275 0.00771034 0.00716958 0.0092668 0.00937543
3.2883 0.172527 0.0828552 0.0248416 0.0121939 0.00990448 0.0108517 0.00689621 0.00564795 0.00476996 0.00699937 0.0063104
3.292 0.163239 0.0783066 0.0308392 0.0156474 0.00314568 0.00425446 0.00164653 0.00160108 0.00742179 0.00521927 0.0034296
3.2957 0.178054 0.0809639 0.0300331 0.0143785 0.0036262 0.00117935 -0.00141816 -0.000299729 0.00326019 0.00425256 0.00436861
3.2994 0.179655 0.0819173 0.0248536 0.0211098 0.0107749 0.00692117 0.00385443 0.00216256 0.00553954 0.00803895 0.0030835
3.3031 0.171901 0.0808847 0.0289873 0.020636 0.0161959 0.0142058 0.00956703 0.00903013 0.00503906 0.00124476 0.00443798
3.3068 0.180719 0.0851221 0.0305206 0.017763 0.0102257 0.0100313 0.00403039 0.00489528 0.00325575 0.00235645 0.00694682
3.3105 0.176357 0.0856897 0.0351709 0.0168304 0.00794345 0.00822654 0.00953218 0.00534997 -0.000368438 0.00363906 0.00716003
3.3142 0.17952 0.0809298 0.028296 0.0187872 0.0108104 0.0094458 0.00487301 0.00680399 0.0107974 0.0067706 0.0133164
3.3179 0.170693 0.0811125 0.0316788 0.0189715 0.00735898 0.00315213 0.00982041 0.00397756 0.0040261 0.0041192 0.00770308
3.3216 0.167881 0.0826959 0.0280779 0.0158298 0.0147269 0.00843591 0.00357694 0.0068329 0.00386979 0.00133023 0.0102129
3.3253 0.179169 0.0809209 0.0313556 0.0199472 0.0131821 0.0093585 0.0045763 -3.51605e-05 0.000238116 0.00307165 0.0109401
3.329 0.176487 0.0833322 0.0272231 0.0168883 0.0123865 0.0109422 0.00634434 0.0130027 0.00200061 0.00547844 0.000871863
3.3327 0.174635 0.083394 0.0285735 0.014344 0.0146359 0.0132739 0.00875628 0.00631681 0.0091249 0.00438191 0.0107059
3.3364 0.179855 0.0815235 0.0237698 0.00831579 0.00609159 0.00911433 0.00849408 0.00899553 0.00717764 0.010215 0.00143851
3.3401 0.174658 0.0792079 0.0218447 0.0116161 0.0176809 0.0136582 0.0102148 0.0064819 0.00677749 0.00524845 0.00972821
3.3438 0.161569 0.0794817 0.0262069 0.0203799 0.0121554 0.00897096 0.0159969 0.0160111 0.0125905 0.0159151 0.00499892
3.3475 0.177634 0.0882825 0.0365156 0.0234257 0.0130461 0.00757953 0.0107386 0.0129971 0.0116166 0.00484982 0.00789386
3.3512 0.179287 0.0848668 0.0291089 0.018724 0.00413851 0.0143404 0.0132744 0.0182873 0.0176866 0.0117998 0.0267083
3.3549 0.172537 0.0824704 0.0270238 0.0216339 0.0145319 0.0160797 0.0188469 0.0144774 0.0141522 0.0163772 0.014398
3.3586 0.19089 0.091769 0.0345816 0.0204314 0.0279614 0.0117304 0.00964206 0.00793424 0.0103973 0.00655382 0.00643014
3.3623 0.186873 0.0930393 0.0308147 0.0177362 0.0109404 -0.000378617 0.00425548 -0.000915155 -0.000535462 -0.000497375 0.000668729
3.366 0.194501 0.0951552 0.0335789 0.0273388 0.0150452 0.00888982 0.00623927 0.0116416 0.00637603 0.00255337 0.00769892
3.3697 0.214161 0.102631 0.0444642 0.0195219 0.0113711 0.0155187 0.0151337 0.00977934 0.0112963 0.00357282 0.0179963
3.3734 0.201453 0.102173 0.0419144 0.0298611 0.0236204 0.0220578 0.0193825 0.0118388 -0.00259778 0.00605156 0.00326475
3.3771 0.182185 0.0873103 0.0479782 0.0288475 0.0218586 0.0186953 0.0143117 0.0139165 0.0039801 0.00998236 0.0133301
3.3808 0.184345 0.0823468 0.0318084 0.0208534 0.015476 0.00546909 0.0106216 0.0196061 0.0189648 0.0062443 0.016645
3.3845 0.210493 0.104584 0.0437682 0.0211739 0.00844537 0.0218038 0.00541783 0.00945504 0.0192828 0.0135105 0.0109878
3.3882 0.192404 0.0982176 0.0355429 0.0204438 0.0151168 0.0136579 0.0219647 0.0124264 0.00717554 0.00583782 0.0135102
3.3919 0.19222 0.100192 0.0430792 0.0294587 0.0111697 0.00977905 0.015516 0.017796 0.0155586 0.0154359 0.0140282
3.3956 0.183667 0.091023 0.0431908 0.0240018 0.0258196 0.00442084 0.00618646 0.0247009 0.0175183 0.01741 0.00283504
3.3993 0.190414 0.093689 0.0492721 0.0327562 0.00857787 0.0368553 0.021193 0.0146002 0.0247497 0.0404986 0.0260101
3.403 0.215584 0.100754 0.0156333 0.0151764 0.0162254 0.0184993 0.0268449 0.0343926 0.0278124 0.015701 0.0190056
3.4067 0.207751 0.0986048 0.0245116 0.0136163 0.00462481 0.0177386 0.0268082 0.0101656 0.0133136 0.0206329 0.0304142
3.4104 0.196436 0.115109 0.0457682 0.0167845 0.0138901 0.0392412 0.00134311 0.0162024 0.0232281 0.0148994 0.0175591
3.4141 0.214966 0.10802 0.0409084 0.0328914 0.0395437 0.0474095 0.0515798 0.0223904 -0.00476198 -0.00203558 0.0107173
3.4178 0.220946 0.0948748 0.0308886 0.0272206 0.0391945 0.0237296 0.0119146 0.00531554 0.0201854 -0.0182717 0.0159496
